,sentence_id,source,target
622,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,Ni siquiera me dejaron terminar mi copa de vino antes de ofrecerme otra.
623,1603698:4,Much of the time it seems like they do not care about you.,La mayor parte del tiempo parece que no les importas.
624,1603698:5,"The dinner was ok, nothing I would have again.","La cena estuvo bien, nada que volvería a comer."
625,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.","Tomé sus huevos benedictinos para el brunch, que fueron los peores en toda mi vida, intenté quitar la salsa hollondaise por completo, así de fallado fue."
626,1606837:0,This was a great surprise.,Fue una gran sorpresa.
627,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"Con el teatro a dos cuadras de distancia, tuvimos una deliciosa comida en una hermosa habitación."
628,1606837:2,The service was attentive.,El servicio fue atento.
629,1606837:3,I look forward to eating here again,Espero volver a comer aquí
630,1609375:0,Planet Thai is great!,¡Planet Thai es genial!
631,1609375:1,"We love the food, drinks, and atmosphere!","¡Nos encanta la comida, las bebidas y el ambiente!"
632,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","El servicio puede ser un poco grosero a veces, especialmente si tienes un grupo grande, ¡pero en general, el restaurante es imprescindible!"
633,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Prueba el Pad Thai, ¡es fabuloso y sus precios son tan económicos!"
634,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","El hecho de que sea barato NO significa que las porciones sean pequeñas o que la comida sea desagradable, ¡ES EXCELENTE!"
635,1609375:5,"Just remember, the later you go, the longer you may have to wait.","Solo recuerde, cuanto más tarde se vaya, más tiempo tendrá que esperar."
636,1609375:6,It's popular w/the late crowd.,Es popular entre la gente tardía.
637,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","Se olvidaron de un sándwich, no incluyeron tenedores de plástico y no incluyeron pita con la fuente de hummus."
638,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","Además, los sándwiches (cerca de $ 7) no venían con nada como patatas fritas o un acompañamiento."
639,1611489:2,"Overall, not worth the money.","En general, no vale la pena el dinero."
640,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","Comer en casa, el ambiente lo salva, pero en su escritorio, es una experiencia muy decepcionante."
641,1615322:0,I love Indian food and consider myself to be quite an expert on it.,Me encanta la comida india y me considero una experta en ella.
642,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,Chennai Garden es mi restaurante indio favorito en la ciudad.
643,1615322:2,They have authentic Indian at amazin prices.,Tienen auténtica comida india a precios de amazon.
644,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,Este restaurante es VEGETARIANO; NO hay platos de CARNE en absoluto.
645,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,Los asientos son incómodos si está sentado contra la pared en bancos de madera.
646,1615322:5,It's a rather cramped and busy restaurant and it closes early.,Es un restaurante bastante estrecho y concurrido y cierra temprano.
647,1623276:0,Patroon features a nice cigar bar and has great staff.,Patroon cuenta con un agradable bar de puros y un excelente personal.
648,1623276:1,The food is tasty and portion sizes are appropriate.,La comida es sabrosa y el tamaño de las porciones es apropiado.
649,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,Este es un buen restaurante si está buscando un buen lugar para celebrar una cena íntima con socios de negocios.
650,1623276:3,Not a great place for family or general dining.,No es un gran lugar para cenar en familia o en general.
651,1626564:0,LLOOVVE THIS PLACE.,AMA ESTE LUGAR.
652,1626564:1,Food is excellent.,La comida es excelente.
653,1626564:2,Fish is so very fresh.,El pescado es muy fresco.
654,1626564:3,Waitstaff are very friendly.,Los camareros son muy amables.
655,1626564:4,Love YUKA.,Amo a YUKA.
656,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,Mermaid Inn es un buen restaurante en general con muy buen marisco.
657,1632445:1,The menu is limited but almost all of the dishes are excellent.,El menú es limitado pero casi todos los platos son excelentes.
658,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,El sándwich de langosta es bueno y el espagueti con vieiras y camarones es genial.
659,1632445:3,The service is good and ambience is good for a date or group outing.,El servicio es bueno y el ambiente es bueno para una cita o una excursión en grupo.
660,1632445:4,The only fallback on this restaurant is the prices.,El único inconveniente de este restaurante son los precios.
661,1632445:5,"Even though its good seafood, the prices are too high.","A pesar de su buen marisco, los precios son demasiado elevados."
662,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"El sándwich de langosta cuesta $ 24 y, aunque era bueno, no era suficiente para garantizar ese precio."
663,1632929:0,Went to Village last night for my birthday.,Fui a Village anoche para mi cumpleaños.
664,1632929:1,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.","Lo elegimos al azar, sin una recomendación de alguien que haya estado allí, por lo que no estábamos seguros de qué esperar."
665,1632929:2,We were very pleasantly surprised.,Nos sorprendió gratamente.
666,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","La comida era deliciosa (tuve un halibut especial, mi marido tenía bistec), y el servicio fue de primera categoría."
667,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","Cuando llegó mi postre, había una vela dentro, no porque alguien me pidiera una, sino porque el camarero debió haberme visto abriendo mi tarjeta de cumpleaños y mi regalo, y dijo que sabía que era una ocasión especial de algún tipo."
668,1632929:5,Truly the mark of an attentive waiter.,Verdaderamente la marca de un camarero atento.
669,1632929:6,I highly recommend the restaurant based on our experience last night.,Recomiendo encarecidamente el restaurante según nuestra experiencia de anoche.
670,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,Comimos en este lugar tailandés siguiendo las críticas pero muy descontentos con los alimentos.
671,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,Pensamos que este lugar usa demasiado MSG para cocinar en los alimentos.
672,1642666:2,Why?,¿Por qué?
673,1642666:3,"They don't concern much of customer's health, just want to make money.","No se preocupan mucho por la salud del cliente, solo quieren ganar dinero."
674,1642666:4,please don't fool us.,por favor no nos engañes.
675,1649025:0,I visit New Green Bo when I have money or when I am broke.,Visito New Green Bo cuando tengo dinero o cuando estoy arruinado.
676,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","Recomiendo las medusas, el pollo borracho y las albóndigas caldosas, sin duda el cangrejo azul salteado."
677,1649025:2,The food is so cheap and the waiters are nice.,La comida es muy barata y los camareros son agradables.
678,1649025:3,"Of course, it is crowded but who cares.","Por supuesto, está lleno de gente, pero a quién le importa."
679,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,Auténtico estilo de Shanghai y no puedo recomendar un mejor lugar de Shanghai en Nueva York.
680,1655504:0,Have frequented 'ino for several years and the food remains excellent.,He frecuentado 'ino durante varios años y la comida sigue siendo excelente.
681,1655504:1,Cheese plate is a varied delight and great bargain at $10.,El plato de queso es una delicia variada y una gran ganga a $ 10.
682,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","La gran selección de bruschettas, paninis, tramezzinis evita que el paladar se estanque."
683,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)","(¡Los espárragos, el aceite de trufa y la bruschetta de parmesano son un ganador!)"
684,1655504:4,Wine list is extensive without being over-priced.,La lista de vinos es extensa sin ser demasiado cara.
685,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",Asegúrese de probar los especiales de temporada y siempre deliciosos.
686,1655504:6,Definitely a neighborhood favorite.,Definitivamente un favorito del vecindario.
687,1655521:0,I loved this place!!,Me encantó este lugar !!
688,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,Casi dudo en escribir una reseña porque el ambiente era genial y odiaría que también se llenara de gente.
689,1655521:2,"The food was very good, a great deal, and the place its self was great.","La comida era muy buena, una gran oferta, y el lugar en sí era genial."
690,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.","Los camareros son muy amables, te hacen sentir como si estuvieras comiendo en una pequeña ciudad europea agradable."
