,sentence_id,en,nl
515,1470334:1,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,Ess-A-Bagel (door Sty-town of Midtown) is verreweg de beste bagel in NY.
516,1470334:2,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","De bagels zijn altijd warm, zacht aan de binnenkant, knapperig aan de buitenkant en enorm groot."
517,1470334:3,They have a huge selection of different cream cheeses and all of their salads are great.,Ze hebben een enorme selectie van verschillende roomkaas en al hun salades zijn geweldig.
518,1470334:4,The lox is always fresh too.,De zalm is ook altijd vers.
519,1470334:5,Highly recommended to all!,Een aanrader voor iedereen.
520,1471273:0,I have to agree with the previous reviewer.,Ik ben het eens met de vorige beoordelaar.
521,1471273:1,I don't get it either.,Ik snap het ook niet.
522,1471273:2,Not impressed with the food.,Niet onder de indruk van het eten.
523,1471273:3,Prices too high for this cramped and unappealing resturant.,Prijzen te hoog voor deze krappe en onaantrekkelijke restaurant.
524,1471273:4,Zero ambiance to boot.,Nul ambiance om te beginnen.
525,1476493:0,I thought this place was totally overrated.,Ik dacht dat deze plek totaal overschat was.
526,1476493:1,Everything we had was good or ok....but definitely nothing great.,Alles wat we hadden was goed of goed... maar zeker niets groots.
527,1476493:2,"The ambience was nice, but service wasn't so great.","De sfeer was leuk, maar de service was niet zo geweldig."
528,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.","Als je het allemaal samenvoegt, lijkt het me het niet waard... vooral gezien de prijzen."
529,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Dit is het BEST Shabu-Shabu Restaurant in de try-State Area.
530,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,Ik woon al zeven jaar in Japan en de smaak van het eten en het gevoel van het restaurant is alsof ik terug ben in Japan.
531,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,Dit is een must voor iedereen die van Shabu-Shabu houdt.
532,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.","De sfeer is niets bijzonders, maar het voelt als een Sushi vestiging in Tokio."
533,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,"De eigenaar en het personeel zijn allemaal Japans, en dat voegt aan de hele ambiance toe."
534,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","Ondanks een licht beperkt menu, alles wordt voorbereid tot perfectie, ultra vers en een werk van voedselkunst."
535,1486041:3,I must give it Yon out of Yon stars!,Ik moet het Yon uit Yon sterren geven!
536,1486041:4,Taxan delicious!,Taxan heerlijk!
537,1486041:5,Arigato Gozimas Yuka!,Arigato Gozimas Yuka!
538,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!","Dit restaurant werd aanbevolen door een lokale... in feite, hij maakte de reservering voor ons en zei dat we niet teleurgesteld zouden zijn!"
539,1490757:1,We weren't!,Wij niet!
540,1490757:2,The prices were CHEAP compared to the quality of service and food.,De prijzen waren CHEAP vergeleken met de kwaliteit van service en voedsel.
541,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.","We vonden het zo leuk, dat we altijd een punt zullen maken om hier te dineren als we New York bezoeken."
542,1496205:0,Went there for an office lunch.,Ik ging daar lunchen.
543,1496205:1,The location and ambience is Ok but the food is what makes up for it.,"De locatie en sfeer is oké, maar het eten is wat het goed maakt."
544,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,Er is veel variatie zelfs voor mensen die vegetarisch eten zoals ik.
545,1496205:3,Try green curry with vegetables.,Probeer groene curry met groenten.
546,1496205:4,"The quantity is also very good, you will come out satisfied.","De hoeveelheid is ook zeer goed, u zult tevreden komen."
547,1496205:5,"The service is ok, some of the people didn't get what they asked for.","De dienst is ok é, sommige mensen hebben niet gekregen wat ze vroegen."
548,1496707:0,I was there on sat. for my birthday and we had an excellent time.,Ik zat daar op de satelliet voor mijn verjaardag en we hadden een geweldige tijd.
549,1496707:1,I had the best ravioli ever.,Ik had de beste ravioli ooit.
550,1496707:2,The wine the service was very good too.,De wijn was ook erg goed.
551,1496707:3,Moderate prices.,Lagere prijzen.
552,1496707:4,A little noise but I think that was because of our party!,"Een beetje lawaai, maar ik denk dat het door ons feestje kwam."
553,1500453:0,Molto bene!,Molto bene.
554,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,Deze schilderachtige en romantische trattoria staat bovenaan mijn restaurantlijst in Manhattan.
555,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","Het eten is heerlijk. Van de specials tot het gewone menu, zijn de gerechten nooit een teleurstelling."
556,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.","Of het nu de parmesean porcini souffle is of het lamsvlees geglazuurd met balsamische azijn, je zult zeker worden vervoerd naar Noord-Italië met een hap."
557,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.","Hoewel de tafels dichtbij kunnen liggen, wordt het kaarslicht, de kwaliteit van het voedsel en de service overcompenseerd."
558,1500453:5,A guaranteeed delight!,Een gegarandeerd genot!
559,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","Ik heb dit geheim de laatste dertien jaar gekend, Emilio (de Godfather) is blijven serveren voedsel en wijn voor de goden tegen dodelijke prijzen."
560,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.","Als je gaat, probeer dan de marinara/arrabiatta saus, de mozzarella en Carozza is mmmmmmmm.....Alles is heerlijk."
561,1506491:2,Check out the secret back room.,Kijk naar de geheime achterkamer.
562,1506491:3,Old school meets New world.,De oude school ontmoet de nieuwe wereld.
563,1506491:4,I pray it stays open forever.,Ik bid dat het voor altijd open blijft.
564,1506491:5,Thank You Emilio.,"Dank je, Emilio."
565,1506491:6,Ciao Bella,Ciao Bella.
566,1538149:0,"I found the food, service and value exceptional everytime I have been there.","Ik vond het eten, de service en de waarde van uitzonderlijk elke keer dat ik daar was."
567,1538149:1,The food was authentic.,Het eten was authentiek.
568,1538149:2,I felt as though I were eating in Paris.,Het voelde alsof ik in Parijs at.
569,1538149:3,The service was excellent - friendly and attentive.,"De service was uitstekend, vriendelijk en attent."
570,1538149:4,The prices are wonderfully low.,De prijzen zijn prachtig laag.
571,1538149:5,Very good wine choices.,Goede wijn keuzes.
572,1543345:0,I can't believe people complain about no cheese sticks?,Ik kan niet geloven dat mensen klagen over geen kaasstokjes?
573,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,Wie heeft ruimte voor Cheesesticks met de beste pizza in NYC!
574,1543345:2,Get the pepperoni - YUM - and a family style salad.,Haal de peperoni en een salade in de familie.
575,1543345:3,Great staff.,Geweldige staf.
576,1543345:4,Always great service!,Altijd goede service!
577,1543345:5,I go twice a month!,Ik ga twee keer per maand.
578,1543345:6,Fantastic!,Fantastisch.
579,1561259:0,"The food is good, I can't lie.","Het eten is goed, ik kan niet liegen."
580,1561259:1,But the staff was so horrible to us.,Maar het personeel was zo verschrikkelijk voor ons.
581,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,De gastvrouw en de serveerster waren ongelooflijk onbeleefd en deden alles om ons weg te jagen.
582,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"We waren van plan om een toetje te krijgen, maar de serveerster heeft de rekening bij ons, voordat we de kans hadden om te bestellen."
583,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","Deze plek is prijzig, en ja, het eten is het waard, maar de service geeft je het gevoel dat je een kwater van de prijs moet betalen."
584,1561259:5,Save yourself the time and trouble and skip this one!,Bespaar jezelf de tijd en moeite en sla deze over!
585,1572027:0,I'll keep this short.,Ik hou het kort.
586,1572027:1,Amma is nothing special.,Amma is niets bijzonders.
587,1572027:2,The two star chefs left quite some time ago to open their own place.,De twee beste chefs zijn een tijdje geleden vertrokken om hun eigen huis te openen.
588,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,Ik heb hier een week geleden gegeten en vond de meeste gerechten gemiddeld en te duur.
589,1572027:4,Will not be back.,Ik kom niet terug.
590,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.","Eet niet bij Tamarind voor de vegetarische gerechten, ze zijn gewoon niet gelijk aan de niet-veg selecties."
591,1572033:1,Decor is nice though service can be spotty.,"Decor is leuk, maar service kan slecht zijn."
592,1572033:2,This place is always packed.,Deze plek is altijd vol.
593,1572033:3,I know because I live nearby.,Ik weet het omdat ik in de buurt woon.
594,1572033:4,"Most importantly, food is excellent.","Het belangrijkste is, eten is uitstekend."
595,1572033:5,Try the sea bass.,Probeer de zeebaars.
596,1572033:6,Highly recommended.,Zeer aanbevolen.
597,1573534:0,First of all Dal Bukhara Rocks.,Ten eerste Dal Bukhara Rocks.
598,1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by. ,"Als student in NYU heb ik een plek nodig om te eten na een zware werkdag, dus meestal ga ik naar elke Indiaanse resttante in de buurt."
599,1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,Maar ik heb hier veel over gehoord voor de afgelopen twee jaar en uiteindelijk besloten om hier te eten.
600,1573534:3,I am happy i did the food was awsome.,Ik ben blij dat het eten geweldig was.
601,1573534:4,JUST AWSOME.,Gewoon geweldig.
602,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,"En ja, Dal Bukhara is zo verdomd goed en alle kabbabs ook."
603,1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,"Ze openen nog twee plaatsen omdat ik zag een flyer daar in Yonkers, een resttante en banketbal en een andere in parsipany New Jersey."
