,sentence_id,en,es
730,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.","Teniendo en cuenta que somos los últimos clientes y que después de las horas de cierre, los camareros no nos presionaron para que nos sintiéramos cómodos y relajados."
731,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,Recomiendo encarecidamente a Russell caviar para cualquier persona que quiera un buen caviar de primera calidad y un buen servicio.
732,1702257:0,Nice Family owned traditional restaurant.,Buen restaurante familiar tradicional.
733,1702257:1,Fresh ingredients and everything is made to order.,Los ingredientes frescos están hechos a medida.
734,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,Me sorprendió mucho encontrar esta joya en hopboken.
735,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,Los empleados amistosos pueden hacer que disfrutes de tu cena y de tu compañía.
736,1706644:0,My friends and I were on vacation in NY and was referred to Chance by a friend.,"Mi amigo y yo estamos de vacaciones en Nueva York, y un amigo me presentó una oportunidad casual."
737,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.","La comida me parece muy buena, especialmente el salmón."
738,1706644:2,"I also ordered the Change Mojito, which was out of this world.","También pedí el cambio de mojito, el único en el mundo."
739,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.","Mis amigos decidieron comer arroz, pero al día siguiente volvimos a probar los bocadillos, que estaban bien... No eran especiales, pero eran buenos."
740,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","Comemos en el patio trasero, y vale la pena porque es genial y la música es buena."
741,1706644:5,"Overall, excellent restaurant!","¡En general, el restaurante es bueno!"
742,1707201:0,i went to utsav about a yr ago with my family.,Hace un año fui a utesa con mi familia.
743,1707201:1,The food was good.,La comida está buena.
744,1707201:2,The place was nice and calm.,Este lugar está muy tranquilo.
745,1707201:3,but the service was a bit slow.,Pero el servicio es un poco lento.
746,1707741:0,I work around the corner and tried it with a colleague for the first time.,"Trabajé en la esquina, la primera vez que lo intenté con un colega."
747,1707741:1,The buffet had a nice selection.,El buffet tiene buenas opciones.
748,1707741:2,The food was average or above including some surprising tasty dishes.,"La comida es normal o superior, incluyendo algunos platos increíbles."
749,1707741:3,Service was also very good.,El Servicio también es bueno.
750,1707741:4,I would go back.,Voy a volver.
751,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,Compré un buen pastel de queso y comimos otros buenos pasteles.
752,1710746:1,"I would recommend Roxy's for that, but not for their food.","Recomendaría a roxy, pero no su comida."
753,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,¡Mi hijo y su novia quieren una hamburguesa con queso y son ricos!
754,1710746:3,"But, they were too big for the bun.",Pero son demasiado grandes para el pan.
755,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.","Como resultado, sus hamburguesas se rompieron en sus manos y se ensuciaron hasta el punto de que no querían terminarlas."
756,1710746:5,Also they were $15 each!,¡Y cada uno cuesta 15 dólares!
757,1710746:6,I had a huge pastrami sandwich on a roll.,Comí un gran sándwich de pastrami en el pan.
758,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,"14 dólares la libra de carne no es mala, pero no sabe muy bien."
759,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","Este lugar es muy elegante, pero han olvidado la parte más importante del restaurante, la comida."
760,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","La última vez que ordené la comida aquí estaba demasiado picante, apenas podía comer y el sabor picante se había ido del sabor de la comida."
761,1713185:2,And the Tom Kha soup was pathetic.,Tom caldo es patético.
762,1713185:3,If you want good authentic Thai this place is not the place to go.,"Si quieres un buen buen idioma tailandés, este lugar no es para ir."
763,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","Hace unas semanas fuimos a almorzar aquí, y estoy impresionado por la comida."
764,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",La pizza con ajo es una buena pizza con un montón de queso picante que no conozco.
765,1718513:2,"Conveniently located too, being right on Bedford ave.","La ubicación geográfica también es conveniente, en la calle Bedford."
766,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.","El patio trasero es muy acogedor, donde puede ver su jardín privado de hierbas medicinales."
767,1718513:4,I will definetly be going back.,Definitivamente voy a volver.
768,1719567:0,We had the lobster sandwich and it was FANTASTIC.,Nos comimos un sándwich de langosta. Eso estuvo genial.
769,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","Mi marido dijo que podría haber comido más, que era buena para mí, e incluso dijo que las papas fritas eran las mejores que había comido."
770,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"Comemos con abanicos, saben bien y la salsa está deliciosa."
771,1719567:3,I recommend getting a reservation even though we saw people seated without one.,"Incluso si vemos a alguien sin cita, le sugiero que haga una reserva."
772,1719567:4,We waited at the bar and had martinis that were just right.,"Esperamos en el bar y bebimos un Martini, justo a tiempo."
773,1719567:5,We will be back.,Vamos a volver.
774,1723402:0,love the food.,Como la comida.
775,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,Este es el único lugar donde se puede comprar comida japonesa decente y decente.
776,1723402:2,it helps if you know what to order.,Saber algo ayuda.
777,1723402:3,and you can't beat the prices.,Y el precio no es igual.
778,1723402:4,highly recommended.,Muy recomendable.
779,1723658:0,I've lived in NY for 5 years and this place has it all.,"He vivido en Nueva York por cinco años, y aquí hay de todo."
780,1723658:1,"Great food, good size menu, great service and an unpretensious setting.","Una comida deliciosa, un menú delicioso, un servicio de calidad y un ambiente sencillo."
781,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).","Los platos que se ofrecen son únicos, muy sabrosos y frescos, que van desde salchichas de cordero, galletas de sardinas, camarones grandes y helados de macarrones (los mejores y más frescos que he probado)."
782,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,"Me alegra que me hayan presentado a este lugar, que es una piedra rara en Nueva York."
783,1726001:0,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.","Hemos probado todos los restaurantes tailandeses entre Atlantic Boulevard y la cuarta Avenida, y Georgia es el mejor."
784,1726001:1,"The freshest, best variety, and the fastest delivery.","La variedad más fresca, la mejor, la más rápida."
785,1726001:2,Also very inexpensive.,Y muy barato.
786,1726001:3,A great choice at any cost and a great deal.,"Una gran elección, a toda costa."
787,1726427:0,The service was excellent and the food was delicious.,Se abre en una nueva ventana o pestaña
788,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","Somos muy meticulosos con el sushi y todas las opciones son muy populares, entre ellas el caviar de queso (precio especial), la harina de cangrejo, los filetes de pescado crudo, el sushi y los panecillos, dos tipos de Sake y bananas."
789,1726427:2,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","En general, este restaurante es más caro que nuestro sushi favorito, pero todo está delicioso."
790,1726427:3,Definitely a great spot for a nice occasion or date.,Definitivamente es un buen lugar para una buena ocasión o una cita.
791,1726473:0,"Average to good Thai food, but terrible delivery.","La comida tailandesa suele ser buena, pero las entregas son malas."
792,1726473:1,I've waited over one hour for food.,Llevo más de una hora esperando la comida.
793,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,"Cuando los llamé, me gritaron y dijeron que la comida era demasiado tarde porque no tenían arroz."
794,1726473:3,A Thai restaurant out of rice during dinner?,¿No hay arroz en un restaurante tailandés?
795,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.","La comida llegó 20 minutos después de mi llamada, fría y húmeda."
